, True
It shall be stony. York not our old men spares;, True
No more will I their babes: tears virginal, True
Shall be to me even as the dew to fire,, True
And beauty that the tyrant oft reclaims, True
Shall to my flaming wrath be oil and flax., True
Henceforth I will not have to do with pity:, True
Meet I an infant of the house of York,, True
Into as many gobbets will I cut it, True
As wild Medea young Absyrtus did:, True
In cruelty will I seek out my fame., True
Come, thou new ruin of old Clifford's house:, True
As did AEneas old Anchises bear,, True
So bear I thee upon my manly shoulders;, True
But then AEneas bare a living load,, True
Nothing so heavy as these woes of mine., True
, True
Exit, bearing off his father, True
, True
Enter RICHARD and SOMERSET to fight. SOMERSET is killed, True
, True
RICHARD, True
, True
So, lie thou there;, True
For underneath an alehouse' paltry sign,, True
The Castle in Saint Alban's, Somerset, True
Hath made the wizard famous in his death., True
Sword, hold thy temper; heart, be wrathful still:, True
Priests pray for enemies, but princes kill., True
, True
Exit, True
, True
Fight: excursions. Enter KING HENRY VI, QUEEN MARGARET, and others, True
, True
QUEEN MARGARET, True
, True
Away, my lord! you are slow; for shame, away!, True
, True
KING HENRY VI, True
, True
Can we outrun the heavens? good Margaret, stay., True
, True
QUEEN MARGARET, True
, True
What are you made of? you'll nor fight nor fly:, True
Now is it manhood, wisdom and defence,, True
To give the enemy way, and to secure us, True
By what we can, which can no more but fly., True
, True
Alarum afar off, True
If you be ta'en, we then should see the bottom, True
Of all our fortunes: but if we haply scape,, True
As well we may, if not through your neglect,, True
We shall to London get, where you are loved, True
And where this breach now in our fortunes made, True
May readily be stopp'd., True
, True
Re-enter YOUNG CLIFFORD, True
, True
YOUNG CLIFFORD, True
, True
But that my heart's on future mischief set,, True
I would speak blasphemy ere bid you fly:, True
But fly you must; uncurable discomfit, True
Reigns in the hearts of all our present parts., True
Away, for your relief! and we will live, True
To see their day and them our fortune give:, True
Away, my lord, away!, True
, True
Exeunt, True
, True
SCENE III. Fields near St. Alban's., True
, True
Alarum. Retreat. Enter YORK, RICHARD, WARWICK, and Soldiers, with drum and colours, True
, True
YORK, True
, True
Of Salisbury, who can report of him,, True
That winter lion, who in rage forgets, True
Aged contusions and all brush of time,, True
And, like a gallant in the brow of youth,, True
Repairs him with occasion? This happy day, True
Is not itself, nor have we won one foot,, True
If Salisbury be lost., True
, True
RICHARD, True
, True
My noble father,, True
Three times to-day I holp him to his horse,, True
Three times bestrid him; thrice I led him off,, True
Persuaded him from any further act:, True
But still, where danger was, still there I met him;, True
And like rich hangings in a homely house,, True
So was his will in his old feeble body., True
But, noble as he is, look where he comes., True
, True
Enter SALISBURY, True
, True
SALISBURY, True
, True
Now, by my sword, well hast thou fought to-day;, True
By the mass, so did we all. I thank you, Richard:, True
God knows how long it is I have to live;, True
And it hath pleased him that three times to-day, True
You have defended me from imminent death., True
Well, lords, we have not got that which we have:, True
'Tis not enough our foes are this time fled,, True
Being opposites of such repairing nature., True
, True
YORK, True
, True
I know our safety is to follow them;, True
For, as I hear, the king is fled to London,, True
To call a present court of parliament., True
Let us pursue him ere the writs go forth., True
What says Lord Warwick? shall we after them?, True
, True
WARWICK, True
, True
After them! nay, before them, if we can., True
Now, by my faith, lords, 'twas a glorious day:, True
Saint Alban's battle won by famous York, True
Shall be eternized in all age to come., True
Sound drums and trumpets, and to London all:, True
And more such days as these to us befall!, True
, True
Exeunt, True
, True
The First part of King Henry the Sixth, True
, True
ACT I, True
SCENE I. Westminster Abbey., True
, True
Dead March. Enter the Funeral of KING HENRY the Fifth, attended on by Dukes of BEDFORD, Regent of France; GLOUCESTER, Protector; and EXETER, Earl of WARWICK, the BISHOP OF WINCHESTER, Heralds, & c, True
, True
BEDFORD, True
, True
Hung be the heavens with black, yield day to night!, True
Comets, importing change of times and states,, True
Brandish your crystal tresses in the sky,, True
And with them scourge the bad revolting stars, True
That have consented unto Henry's death!, True
King Henry the Fifth, too famous to live long!, True
England ne'er lost a king of so much worth., True
, True
GLOUCESTER, True
, True
England ne'er had a king until his time., True
Virtue he had, deserving to command:, True
His brandish'd sword did blind men with his beams:, True
His arms spread wider than a dragon's wings;, True
His sparking eyes, replete with wrathful fire,, True
More dazzled and drove back his enemies, True
Than mid-day sun fierce bent against their faces., True
What should I say? his deeds exceed all speech:, True
He ne'er lift up his hand but conquered., True
, True
EXETER, True
, True
We mourn in black: why mourn we not in blood?, True
Henry is dead and never shall revive:, True
Upon a wooden coffin we attend,, True
And death's dishonourable victory, True
We with our stately presence glorify,, True
Like captives bound to a triumphant car., True
What! shall we curse the planets of mishap, True
That plotted thus our glory's overthrow?, True
Or shall we think the subtle-witted French, True
Conjurers and sorcerers, that afraid of him, True
By magic verses have contrived his end?, True
BISHOP, True
, True
OF WINCHESTER, True
, True
He was a king bless'd of the King of kings., True
Unto the French the dreadful judgement-day, True
So dreadful will not be as was his sight., True
The battles of the Lord of hosts he fought:, True
The church's prayers made him so prosperous., True
, True
GLOUCESTER, True
, True
The church! where is it? Had not churchmen pray'd,, True
His thread of life had not so soon decay'd:, True
None do you like but an effeminate prince,, True
Whom, like a school-boy, you may over-awe., True
BISHOP, True
, True
OF WINCHESTER, True
, True
Gloucester, whate'er we like, thou art protector, True
And lookest to command the prince and realm., True
Thy wife is proud; she holdeth thee in awe,, True
More than God or religious churchmen may., True
, True
GLOUCESTER, True
, True
Name not religion, for thou lovest the flesh,, True
And ne'er throughout the year to church thou go'st, True
Except it be to pray against thy foes., True
, True
BEDFORD, True
, True
Cease, cease these jars and rest your minds in peace:, True
Let's to the altar: heralds, wait on us:, True
Instead of gold, we'll offer up our arms:, True
Since arms avail not now that Henry's dead., True
Posterity, await for wretched years,, True
When at their mothers' moist eyes babes shall suck,, True
Our isle be made a nourish of salt tears,, True
And none but women left to wail the dead., True
Henry the Fifth, thy ghost I invocate:, True
Prosper this realm, keep it from civil broils,, True
Combat with adverse planets in the heavens!, True
A far more glorious star thy soul will make, True
Than Julius Caesar or bright--, True
, True
Enter a Messenger, True
, True
Messenger, True
